1986,1,4,13 ,187
1986,1,4,14 ,181
1986,1,4,15 ,163
1986,1,4,16 ,138
1986,1,4,17 ,112
1986,1,4,18 ,94
1986,1,4,19 ,78
1986,1,4,20 ,67
1986,1,4,21 ,67
1986,1,4,22 ,75
1986,1,4,23 ,96
1986,1,5,00 ,115
1986,1,5,01 ,126
1986,1,5,02 ,130
1986,1,5,03 ,130
1986,1,5,04 ,118
1986,1,5,05 ,107
1986,1,5,06 ,94
1986,1,5,07 ,93
1986,1,5,08 ,96
1986,1,5,09 ,106
1986,1,5,10 ,122
1986,1,5,11 ,138
1986,1,5,12 ,162
1986,1,5,13 ,176
1986,1,5,14 ,182
1986,1,5,15 ,174
1986,1,5,16 ,155
1986,1,5,17 ,139
1986,1,5,18 ,120
1986,1,5,19 ,102
1986,1,5,20 ,83
1986,1,5,21 ,78
1986,1,5,22 ,78
1986,1,5,23 ,82
1986,1,6,00 ,110
1986,1,6,01 ,130
1986,1,6,02 ,144
1986,1,6,03 ,146
1986,1,6,04 ,134
1986,1,6,05 ,117
1986,1,6,06 ,99
1986,1,6,07 ,90
1986,1,6,08 ,78
1986,1,6,09 ,80
1986,1,6,10 ,85
1986,1,6,11 ,94
1986,1,6,12 ,117
1986,1,6,13 ,142
1986,1,6,14 ,160
1986,1,6,15 ,165
1986,1,6,16 ,165
1986,1,6,17 ,154
1986,1,6,18 ,141
1986,1,6,19 ,125
1986,1,6,20 ,114
1986,1,6,21 ,106
1986,1,6,22 ,101
1986,1,6,23 ,107
1986,1,7,00 ,118
1986,1,7,01 ,142
1986,1,7,02 ,166
1986,1,7,03 ,176
1986,1,7,04 ,174
1986,1,7,05 ,165
1986,1,7,06 ,150
1986,1,7,07 ,136
1986,1,7,08 ,115
1986,1,7,09 ,96
1986,1,7,10 ,83
1986,1,7,11 ,78
1986,1,7,12 ,99
1986,1,7,13 ,109
1986,1,7,14 ,128
1986,1,7,15 ,150
1986,1,7,16 ,157
1986,1,7,17 ,152
1986,1,7,18 ,146
1986,1,7,19 ,130
1986,1,7,20 ,122
1986,1,7,21 ,115
1986,1,7,22 ,117
1986,1,7,23 ,115
1986,1,8,00 ,130
1986,1,8,01 ,150
1986,1,8,02 ,176
1986,1,8,03 ,205
1986,1,8,04 ,213
1986,1,8,05 ,216
1986,1,8,06 ,211
1986,1,8,07 ,184
1986,1,8,08 ,157
1986,1,8,09 ,142
1986,1,8,10 ,115
1986,1,8,11 ,107
1986,1,8,12 ,90
1986,1,8,13 ,91
1986,1,11,14 ,54
1986,1,11,15 ,51
1986,1,11,16 ,64
1986,1,11,17 ,77
1986,1,11,18 ,117
1986,1,11,19 ,138
1986,1,11,20 ,141
1986,1,11,21 ,144
1986,1,11,22 ,139
1986,1,11,23 ,134
1986,1,12,00 ,128
1986,1,12,01 ,118
1986,1,12,02 ,120
1986,1,12,03 ,131
1986,1,12,04 ,126
1986,1,12,05 ,144
1986,1,12,06 ,192
1986,1,12,07 ,219
1986,1,12,08 ,216
1986,1,12,09 ,208
1986,1,12,10 ,189
1986,1,12,11 ,152
1986,1,12,12 ,122
1986,1,12,13 ,117
1986,1,12,14 ,78
1986,1,12,15 ,48
1986,1,12,16 ,72
1986,1,12,17 ,66
1986,1,12,18 ,94
1986,1,12,19 ,115
1986,1,12,20 ,122
1986,1,12,21 ,133
1986,1,12,22 ,160
1986,1,12,23 ,158
1986,1,13,00 ,147
1986,1,13,01 ,133
1986,1,13,02 ,126
1986,1,13,03 ,125
1986,1,13,04 ,136
1986,1,13,05 ,138
1986,1,13,06 ,157
1986,1,13,07 ,194
1986,1,13,08 ,221
1986,1,13,09 ,230
1986,1,13,10 ,222
1986,1,13,11 ,194
1986,1,13,12 ,158
1986,1,13,13 ,126
1986,1,13,14 ,110
1986,1,13,15 ,96
1986,1,13,16 ,85
1986,1,13,17 ,67
1986,1,13,18 ,66
1986,1,13,19 ,94
1986,1,13,20 ,126
1986,1,13,21 ,136
1986,1,13,22 ,141
1986,1,13,23 ,141
1986,1,14,00 ,142
1986,1,14,01 ,126
1986,1,14,02 ,114
1986,1,14,03 ,104
1986,1,14,04 ,94
1986,1,14,05 ,99
1986,1,14,06 ,106
1986,1,14,07 ,138
1986,1,14,08 ,174
1986,1,14,09 ,200
1986,1,14,10 ,198
1986,1,14,11 ,179
1986,1,14,12 ,157
1986,1,14,13 ,128
1986,1,14,14 ,104
1986,1,14,15 ,80
1986,1,14,16 ,62
1986,1,14,17 ,48
1986,1,14,18 ,38
1986,1,14,19 ,40
1986,1,14,20 ,62
1986,1,14,21 ,104
1986,1,14,22 ,112
1986,1,14,23 ,125
1986,1,15,00 ,110
1986,1,15,01 ,101
1986,1,15,02 ,91
1986,1,15,03 ,85
1986,1,15,04 ,82
1986,1,15,05 ,82
1986,1,15,06 ,85
1986,1,15,07 ,107
1986,1,15,08 ,134
1986,1,15,09 ,173
1986,1,15,10 ,192
1986,1,15,11 ,198
1986,1,15,12 ,192
1986,1,15,13 ,173
1986,2,5,13 ,101
1986,2,5,14 ,122
1986,2,5,15 ,138
1986,2,5,16 ,146
1986,2,5,17 ,142
1986,2,5,18 ,133
1986,2,5,19 ,125
1986,2,5,20 ,118
1986,2,5,21 ,115
1986,2,5,22 ,109
1986,2,5,23 ,131
1986,2,6,00 ,138
1986,2,6,01 ,152
1986,2,6,02 ,181
1986,2,6,03 ,213
1986,2,6,04 ,226
1986,2,6,05 ,219
1986,2,6,06 ,186
1986,2,6,07 ,162
1986,2,6,08 ,131
1986,2,6,09 ,139
1986,2,6,10 ,106
1986,2,6,11 ,102
1986,2,6,12 ,86
1986,2,6,13 ,91
1986,2,6,14 ,106
1986,2,6,15 ,134
1986,2,6,16 ,157
1986,2,6,17 ,171
1986,2,6,18 ,173
1986,2,6,19 ,168
1986,2,6,20 ,174
1986,2,6,21 ,182
1986,2,6,22 ,174
1986,2,6,23 ,171
1986,2,7,00 ,174
1986,2,7,01 ,184
1986,2,7,02 ,210
1986,2,7,03 ,238
1986,2,7,04 ,254
1986,2,7,05 ,250
1986,2,7,06 ,232
1986,2,7,07 ,216
1986,2,7,08 ,190
1986,2,7,09 ,163
1986,2,7,10 ,130
1986,2,7,11 ,102
1986,2,7,12 ,77
1986,2,7,13 ,66
1986,2,7,14 ,67
1986,2,7,15 ,77
1986,2,7,16 ,96
1986,2,7,17 ,110
1986,2,7,18 ,118
1986,2,7,19 ,120
1986,2,7,20 ,110
1986,2,7,21 ,104
1986,2,7,22 ,91
1986,2,7,23 ,85
1986,2,8,00 ,86
1986,2,8,01 ,85
1986,2,8,02 ,99
1986,2,8,03 ,112
1986,2,8,04 ,141
1986,2,8,05 ,170
1986,2,8,06 ,179
1986,2,8,07 ,179
1986,2,8,08 ,165
1986,2,8,09 ,149
1986,2,8,10 ,125
1986,2,8,11 ,107
1986,2,8,12 ,82
1986,2,8,13 ,66
1986,2,8,14 ,67
1986,2,8,15 ,70
1986,2,8,16 ,91
1986,2,8,17 ,125
1986,2,8,18 ,146
1986,2,8,19 ,154
1986,2,8,20 ,158
1986,2,8,21 ,154
1986,2,8,22 ,142
1986,2,8,23 ,136
1986,2,9,00 ,133
1986,2,9,01 ,128
1986,2,9,02 ,136
1986,2,9,03 ,149
1986,2,9,04 ,168
1986,2,9,05 ,195
1986,2,9,06 ,226
1986,2,9,07 ,237
1986,2,9,08 ,232
1986,2,9,09 ,218
1986,2,9,10 ,192
1986,2,9,11 ,162
1986,2,9,12 ,142
1986,4,1,14 ,122
